JURISDICTION,SEX,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,,,,,,,,
,Male,22772,"31,255","2,136","67,214",22513,"31,057","2,022","68,122",23925,"30,732","2,003","70,615",26648,"31,466","1,978","76,847",27003,"33,342","2,281","79,873",29362,"38,052",461,"83,615",32025,"31,673",128,"86,480",28714,"25,487",241,"91,365",35439,"32,950",112,"95,237",33100,"33,036",119,"96,632",28247,"29,129",89,"96,956",28699,"30,709",100,"95,913",27551,"29,866",119,"94,945",28475,"29,181",105,"95,757",27151,"28,898",111,"95,567",26137,"28,734",104,"94,481",24776,"27,555",97,"93,111"," 	472,537 ","523,122"," 	(50,585)",110.70%,-0.47," 	87,219 ",718,1%
,Female,2354,"2,872",76,"4,105",2405,"3,062",80,"4,282",2632,"3,095",69,"4,595",3048,"3,319",68,"5,165",3296,"3,702",92,"5,660",3745,"4,296",35,"6,153",4130,"3,925",6,"6,489",3539,"3,218",5,"6,854",4558,"4,327",4,"7,151",4051,"4,131",2,"7,283",3739,"3,639",1,"7,350",3659,"3,964",1,"7,142",3578,"3,795",0,"6,985",3898,"3,674",0,"7,271",3833,"3,856",3,"7,303",3530,"3,956",2,"6,943",3460,"3,611",2,"6,863"," 	59,455 ","62,442"," 	(2,987)",105.02%,-0.36," 	6,329 ",26,0%
Georgia ,Total,13720,"15,048","3,653","44,232",14256,"16,002","3,086","45,937",15574,"16,941","2,504","47,445",14932,"17,696","2,643","47,208",11489,"19,115","8,648","51,104",11009,"18,119","8,218","48,749",18225,"18,011","4,122","52,792",12156,"19,298","8,896","54,256",10731,"20,455","7,854","52,719",10030,"16,944","7,555","56,986",9529,"17,560","7,174","56,432",13254,"15,607","1,623","55,944",13940,"15,708","1,794","55,457",17594,"19,990","1,878","54,004",16614,"19,394","1,838","52,949",14919,"18,012","2,201","52,193",15491,"16,217","2,086","53,627"," 	233,463 ","300,117"," 	(66,654)",128.55%,-0.27," 	51,884 ","4,457",9%
,Male,12370,"13,324","3,125","41,474",12751,"14,262","2,827","43,103",13714,"15,053","2,244","44,316",13190,"15,787","2,425","44,063",10394,"16,896","7,698","47,668",9970,"16,207","7,414","45,856",15871,"16,090","3,737","49,235",10934,"17,182","7,977","50,711",9417,"18,249","6,840","49,027",9007,"15,161","6,709","53,063",8601,"15,803","6,407","52,598",11989,"14,381","1,530","52,027",12649,"14,070","1,711","51,868",15578,"17,924","1,783","50,445",14635,"17,327","1,747","49,438",13094,"16,122","2,060","48,578",13574,"14,331","1,951","49,839"," 	207,738 ","268,169"," 	(60,431)",129.09%,-0.29," 	48,430 ","4,011",8%
,Female,1350,"1,724",528,"2,758",1505,"1,740",259,"2,834",1860,"1,888",260,"3,129",1742,"1,909",218,"3,145",1095,"2,219",950,"3,436",1039,"1,912",804,"2,893",2354,"1,921",385,"3,557",1222,"2,116",919,"3,545",1314,"2,206","1,014","3,692",1023,"1,783",846,"3,923",928,"1,757",767,"3,834",1265,"1,226",93,"3,917",1291,"1,638",83,"3,589",2016,"2,066",95,"3,559",1979,"2,067",91,"3,511",1825,"1,890",141,"3,615",1917,"1,886",135,"3,788"," 	25,725 ","31,948"," 	(6,223)",124.19%,-0.17," 	3,454 ",446,13%
Hawaii ,Total,1019,"1,391",575,"5,053",702,"1,601",998,"5,431",804,"1,744","1,088","5,423",785,"1,526","1,047","5,828",764,"1,691",913,"5,960",734,"1,439",928,"6,146",764,"1,514",691,"5,967",743,"1,531",771,"5,978",823,"1,808",908,"5,955",792,"1,916",922,"5,891",841,"1,764",736,"5,912",692,"1,404",674,"6,037",854,"1,631",670,"5,831",758,"1,615",622,"5,632",1116,"1,184",729,"5,866",844,"1,293",671,"5,879",926,"1,666",612,"5,602"," 	13,961 ","26,718"," 	(12,757)",191.38%,0.36," 	5,788 ",797,14%
,Male,797,"1,104",500,"4,492",585,"1,342",831,"4,815",674,"1,477",933,"4,754",652,"1,278",928,"5,143",623,"1,402",763,"5,261",630,"1,217",792,"5,414",630,"1,255",525,"5,233",653,"1,308",634,"5,232",717,"1,530",767,"5,227",670,"1,618",780,"5,190",659,"1,401",589,"5,184",601,"1,163",555,"5,304",733,"1,425",588,"5,143",671,"1,393",521,"4,972",986,"1,010",653,"5,198",716,"1,082",545,"5,177",808,"1,450",512,"4,934"," 	11,805 ","22,455"," 	(10,650)",190.22%,0.32," 	5,098 ",672,13%
,Female,222,287,75,561,117,259,167,616,130,267,155,669,133,248,119,685,141,289,150,699,104,222,136,732,134,259,166,734,90,223,137,746,106,278,141,728,122,298,142,701,182,363,147,728,91,241,119,733,121,206,82,688,87,222,101,660,130,174,76,668,128,211,126,702,118,216,100,668," 	2,156 ","4,263"," 	(2,107)",197.73%,0.57, 	689 ,126,18%
Idaho ,Total,1985,"2,714",875,"5,535",2380,"2,539",319,"5,984",2677,"2,864",372,"5,746",2770,"3,039",398,"5,737",3199,"3,490","1,193","6,375",3750,"3,573",325,"6,818",3871,"3,835",258,"7,124",3815,"3,868",240,"7,319",3584,"3,908",283,"7,290",3506,"3,760",351,"7,400",4021,"4,277",280,"7,431",3531,"4,111",0,"7,739",4306,"4,624",262,"7,985",3539,"3,762",180,"8,242",1570,"4,540","3,012","8,117",1599,"5,320","2,483","8,052",3768,"5,480","1,987","8,252"," 	53,871 ","65,704"," 	(11,833)",121.97%,-0.34," 	7,126 ",754,11%
,Male,1701,"2,309",781,"5,042",1960,"2,143",283,"5,443",2205,"2,425",338,"5,154",2285,"2,513",359,"5,146",2620,"2,926","1,043","5,728",3070,"2,962",290,"6,027",3199,"3,110",219,"6,347",3199,"3,249",214,"6,519",3016,"3,273",258,"6,532",2971,"3,177",319,"6,656",3357,"3,642",244,"6,621",2894,"3,424",0,"6,854",3523,"3,979",224,"6,977",2857,"3,075",161,"7,176",1306,"3,693","2,424","7,080",1315,"4,252","1,943","7,068",2912,"4,400","1,708","7,239"," 	44,390 ","54,552"," 	(10,162)",122.89%,-0.35," 	6,330 ",636,10%
,Female,284,405,94,493,420,396,36,541,472,439,34,592,485,526,39,591,579,564,150,647,680,611,35,791,672,725,39,777,616,619,26,800,568,635,25,758,535,583,32,744,664,635,36,810,637,687,0,885,783,645,38,"1,008",682,687,19,"1,066",264,847,588,"1,037",284,"1,068",540,984,856,"1,080",279,"1,013"," 	9,481 ","11,152"," 	(1,671)",117.62%,-0.23, 	796 ,118,15%
Illinois ,Total,19112,"29,364","10,227","45,281",20085,"36,508","15,200","44,348",22779,"36,314","11,556","42,693",23319,"35,517","12,632","43,418",24512,"38,799","14,676","44,054",25521,"39,166","14,254","44,919",26026,"39,403","14,044","45,106",25325,"35,919","10,383","45,215",24266,"35,905","11,789","45,474",24807,"38,115","12,850","45,161",20214,"31,126","13,931","48,418",20068,"31,221","10,908","48,427",19881,"30,172","10,807","49,348",21761,"31,426","9,026","48,653",20769,"30,117","8,835","48,278",18075,"29,732","8,975","46,240",16831,"28,652","8,828","43,657"," 	373,351 ","577,456"," 	(204,105)",154.67%,-0.01," 	45,805 ","11,701",26%
,Male,16928,"26,331","9,410","42,432",17824,"32,720","13,824","41,601",20227,"32,576","10,621","40,173",20577,"31,998","11,687","40,718",21456,"34,819","13,713","41,304",22472,"35,130","13,302","42,194",22980,"35,290","13,097","42,386",22443,"32,582","9,825","42,391",21653,"32,533","11,140","42,753",22274,"34,824","12,251","42,571",18160,"28,629","13,170","45,496",18154,"28,793","10,453","45,562",17985,"27,825","10,356","46,599",19421,"28,714","8,626","45,737",18655,"27,594","8,456","45,390",16320,"27,300","8,560","43,565",15033,"26,350","8,435","41,044"," 	332,562 ","524,008"," 	(191,446)",157.57%,-0.00," 	43,054 ","10,996",26%
,Female,2184,"3,033",817,"2,849",2261,"3,788","1,376","2,747",2552,"3,738",935,"2,520",2742,"3,519",945,"2,700",3056,"3,980",963,"2,750",3049,"4,036",952,"2,725",3046,"4,113",947,"2,720",2882,"3,337",558,"2,824",2613,"3,372",649,"2,721",2533,"3,291",599,"2,590",2054,"2,497",761,"2,922",1914,"2,428",455,"2,865",1896,"2,347",451,"2,749",2340,"2,712",400,"2,916",2114,"2,523",379,"2,888",1755,"2,432",415,"2,675",1798,"2,302",393,"2,613"," 	40,789 ","53,448"," 	(12,659)",131.04%,-0.10," 	2,751 ",706,26%
Indiana ,Total,10542,"11,069","1,334","20,125",11697,"12,219","1,275","20,966",12427,"13,351","1,409","21,611",13700,"14,158","1,661","23,069",13436,"15,111","2,380","24,008",14436,"16,499","2,333","24,455",15119,"16,617","2,552","26,091",11370,"17,308","5,663","27,132",11165,"18,518","6,977","28,322",12597,"19,841","6,848","28,808",12164,"20,035","6,112","28,028",9915,"18,592","8,231","28,906",15377,"18,736","3,014","28,831",15773,"18,119","2,814","29,913",14442,"18,083","2,347","29,271",12033,"16,225","3,742","27,355",8301,"14,689","4,132","25,546"," 	214,494 ","279,170"," 	(64,676)",130.15%,-0.26," 	26,026 ","3,696",14%
,Male,9271,"9,924","1,233","18,673",10318,"10,815","1,170","19,424",10965,"11,798","1,294","20,028",11938,"12,345","1,456","21,311",11609,"13,156","2,146","22,116",12389,"14,175","2,079","22,571",13020,"14,389","2,277","23,924",9625,"14,795","4,975","24,837",9363,"15,892","6,214","25,829",10478,"16,918","6,085","26,302",10097,"17,162","5,444","25,522",8285,"15,838","7,251","26,406",12504,"15,930","2,789","26,265",12934,"15,197","2,546","27,078",11778,"15,182","2,138","26,396",9934,"13,677","3,341","24,815",6983,"12,589","3,723","23,341"," 	181,491 ","239,782"," 	(58,291)",132.12%,-0.26," 	23,814 ","3,304",14%
,Female,1271,"1,145",101,"1,452",1379,"1,404",105,"1,542",1462,"1,553",115,"1,583",1762,"1,813",205,"1,758",1827,"1,955",234,"1,892",2047,"2,324",254,"1,884",2099,"2,228",275,"2,167",1745,"2,513",688,"2,295",1802,"2,626",763,"2,493",2119,"2,923",763,"2,506",2067,"2,873",668,"2,506",1630,"2,754",980,"2,500",2873,"2,806",225,"2,566",2839,"2,922",268,"2,835",2664,"2,901",209,"2,875",2099,"2,548",401,"2,540",1318,"2,100",409,"2,205"," 	33,003 ","39,388"," 	(6,385)",119.35%,-0.21," 	2,212 ",392,18%
Iowa ,Total,3264,"4,394",802,"7,955",3326,"5,376",913,"7,962",3552,"5,770","1,231","8,398",3506,"6,133","1,335","8,546",3487,"6,444",780,"8,525",3611,"6,196",821,"8,737",3536,"6,230",892,"8,838",3297,"5,838",839,"8,732",3073,"5,567","1,285","8,766",3002,"4,656","1,078","8,813",3757,"4,369","1,067","9,455",3747,"5,110",849,"9,116",3754,"5,469","1,114","8,733",3826,"5,448","1,325","8,697",3711,"5,327","1,423","8,838",3552,"5,522","1,557","8,849",3885,"5,813","1,624","9,031"," 	59,886 ","93,662"," 	(33,776)",156.40%,0.01," 	8,705 ","1,114",13%
,Male,2924,"3,934",703,"7,363",2930,"4,839",828,"7,327",3087,"5,083","1,081","7,695",3047,"5,375","1,155","7,830",3487,"6,444",780,"7,768",3102,"5,371",703,"7,937",3075,"5,353",751,"8,049",2869,"5,033",759,"8,015",2703,"4,841","1,094","8,017",2671,"4,112",961,"8,090",3318,"3,859",967,"8,675",3301,"4,491",746,"8,378",3234,"4,837",988,"7,949",3291,"4,639","1,157","7,983",3156,"4,564","1,238","8,086",3014,"4,736","1,320","8,041",3333,"4,913","1,371","8,210"," 	52,542 ","82,424"," 	(29,882)",156.87%,-0.01," 	7,965 ",977,12%
,Female,340,460,99,592,396,537,85,635,465,687,150,703,459,758,180,716,0,0,0,757,509,825,118,800,461,877,141,789,428,805,80,717,370,726,191,749,331,544,117,723,439,510,100,780,446,619,103,738,520,632,126,784,535,809,168,714,555,763,185,752,538,786,237,808,552,900,253,821," 	7,344 ","11,238"," 	(3,894)",153.02%,0.12, 	740 ,137,19%
Kansas ,Total,2859,"5,236","2,060","8,344",2989,"4,273","1,380","8,577",3429,"4,526","1,431","8,935",3250,"4,410","1,355","9,132",3282,"4,690","1,237","8,966",3528,"4,797","1,296","9,068",3572,"5,336","1,454","8,816",3335,"4,985","1,485","8,696",3142,"4,669","1,341","8,539",3535,"4,731","1,267","8,641",3725,"4,561","1,223","9,051",3831,"4,699","1,123","9,327",3701,"4,849","1,300","9,682",3719,"5,180","1,435","9,763",3730,"5,585","1,338","9,877",3591,"5,950","1,375","9,857",3796,"6,424","1,496","9,920"," 	59,014 ","84,901"," 	(25,887)",143.87%,-0.12," 	9,129 ","1,388",15%
,Male,2523,"4,627","1,856","7,840",2639,"3,821","1,290","8,080",3029,"4,053","1,320","8,398",2799,"3,965","1,269","8,503",2820,"4,142","1,161","8,346",3026,"4,257","1,207","8,394",3048,"4,667","1,348","8,178",2848,"4,387","1,388","8,071",2727,"4,105","1,249","7,970",3072,"4,169","1,175","8,076",3250,"4,050","1,132","8,428",3308,"4,147","1,051","8,647",3176,"4,278","1,209","8,952",3176,"4,536","1,333","9,026",3136,"4,791","1,235","9,083",3049,"5,129","1,256","9,018",3180,"5,412","1,366","9,051"," 	50,806 ","74,536"," 	(23,730)",146.71%,-0.11," 	8,474 ","1,285",15%
,Female,336,609,204,504,350,452,90,497,400,473,111,537,451,445,86,629,462,548,76,620,502,540,89,674,524,669,106,638,487,598,97,625,415,564,92,569,463,562,92,565,475,511,91,623,523,552,72,680,525,571,91,730,543,644,102,737,594,794,103,794,542,821,119,839,616,"1,012",130,869," 	8,208 ","10,365"," 	(2,157)",126.28%,-0.14, 	655 ,103,16%
Kentucky ,Total,5837,"7,866","1,743","14,919",5515,"8,345","1,893","15,424",6212,"8,417","2,511","15,820",6701,"9,318","2,243","16,622",10075,"10,872","2,934","17,814",10169,"12,460","3,155","19,662",10572,"13,477","3,479","20,000",10969,"13,988","4,390","22,457",10624,"15,633","3,649","21,706",10761,"14,276","3,272","21,638",10883,"16,122","3,791","20,544",11079,"14,756","4,400","21,545",11262,"16,403","4,137","22,110",9733,"16,932","5,855","21,030",10613,"17,818","7,657","21,657",10709,"18,560","8,420","21,701",11295,"18,640","8,672","23,022"," 	163,009 ","233,883"," 	(70,874)",143.48%,-0.12," 	19,863 ","4,247",21%
,Male,5084,"6,921","1,609","13,858",4748,"7,340","1,680","14,286",5319,"7,402","2,221","14,551",5780,"8,093","2,023","15,211",9003,"9,224","2,722","16,254",8378,"10,569","2,742","17,658",8662,"11,212","3,049","17,942",8926,"11,556","3,816","20,016",8657,"12,861","3,153","19,436",8771,"11,791","2,823","19,343",8861,"13,257","3,210","18,406",8954,"12,199","3,742","19,091",8902,"13,339","3,516","19,425",7796,"13,731","4,960","18,717",8389,"14,482","6,324","19,084",8411,"14,936","6,989","19,114",8650,"14,772","7,093","20,080"," 	133,291 ","193,685"," 	(60,394)",145.31%,-0.13," 	17,792 ","3,628",20%
,Female,753,945,134,"1,061",767,"1,005",213,"1,138",893,"1,015",290,"1,269",921,"1,225",220,"1,411",1072,"1,648",212,"1,560",1791,"1,891",413,"2,004",1910,"2,265",430,"2,058",2043,"2,432",574,"2,441",1967,"2,772",496,"2,270",1990,"2,485",449,"2,295",2022,"2,865",581,"2,138",2125,"2,557",658,"2,454",2360,"3,064",621,"2,685",1937,"3,201",895,"2,313",2224,"3,336","1,333","2,573",2298,"3,624","1,431","2,587",2645,"3,868","1,579","2,942"," 	29,718 ","40,198"," 	(10,480)",135.26%,-0.05," 	2,071 ",619,30%
Louisiana ,Total,6369,"14,674","9,221","35,207",5849,"15,253","9,590","35,810",9754,"14,948","5,325","36,032",10309,"13,988","5,044","36,047",10013,"15,117","5,499","36,939",9472,"15,126","5,329","36,083",9726,"14,769","5,341","37,012",9360,"15,119","4,952","37,540",10587,"15,145","4,960","38,381",10080,"15,053","4,610","39,780",12860,"17,369","4,208","39,445",11378,"16,711","4,492","39,710",12197,"17,227","5,104","40,172",11958,"17,750","4,774","39,299",11639,"17,966","4,737","38,030",10801,"18,057","4,945","36,377",10384,"16,404","5,493","35,682"," 	172,736 ","270,676"," 	(97,940)",156.70%,0.01," 	37,503 ","5,507",15%
,Male,5781,"13,135","8,334","32,988",5430,"14,247","8,885","33,448",8655,"13,493","4,938","33,634",9052,"12,627","4,682","33,642",8834,"13,462","5,093","34,553",8337,"13,544","4,933","33,774",8545,"13,373","4,976","34,623",8222,"13,602","4,583","35,082",9326,"13,541","4,594","35,865",8878,"13,466","4,321","37,164",11406,"15,475","3,915","37,037",10053,"14,903","4,175","37,326",10813,"15,451","4,740","37,783",10593,"15,878","4,431","37,071",10162,"16,039","4,389","35,955",9366,"16,144","4,578","34,331",8963,"14,558","5,062","33,701"," 	152,416 ","242,938"," 	(90,522)",159.39%,0.02," 	35,175 ","5,096",14%
,Female,588,"1,539",887,"2,219",419,"1,006",705,"2,362",1099,"1,455",387,"2,398",1257,"1,361",362,"2,405",1179,"1,655",406,"2,386",1135,"1,582",396,"2,309",1181,"1,396",365,"2,389",1138,"1,517",369,"2,458",1261,"1,604",366,"2,516",1202,"1,587",289,"2,616",1454,"1,894",293,"2,408",1325,"1,808",317,"2,384",1384,"1,776",364,"2,389",1365,"1,872",343,"2,228",1477,"1,927",348,"2,075",1435,"1,913",367,"2,046",1421,"1,846",431,"1,981"," 	20,320 ","27,738"," 	(7,418)",136.51%,-0.04," 	2,328 ",411,18%
Maine ,Total,403,688,345,"1,679",469,801,342,"1,704",591,873,435,"1,900",412,826,519,"2,013",260,647,395,"2,024",302,604,219,"2,023",393,522,216,"2,120",553,"1,122",558,"2,148",379,740,377,"2,195",530,"1,160",326,"2,206",622,"1,188",385,"2,154",588,"1,091",333,"2,145",563,"1,113",283,"2,108",607,975,322,"2,173",586,"1,040",188,"2,242",408,694,437,"2,279",650,647,5,"2,404"," 	8,316 ","14,731"," 	(6,415)",177.14%,0.21," 	2,089 ",334,16%
,Male,382,652,320,"1,613",445,751,323,"1,645",547,824,408,"1,810",371,774,471,"1,889",240,602,368,"1,899",279,562,205,"1,894",367,495,200,"1,975",510,"1,021",506,"2,009",344,675,337,"2,039",478,"1,054",293,"2,048",561,"1,105",339,"1,988",524,993,302,"1,981",503,"1,003",257,"1,944",542,886,295,"2,013",517,961,169,"2,063",361,643,374,"2,072",566,582,5,"2,169"," 	7,537 ","13,583"," 	(6,046)",180.22%,0.22," 	1,944 ",304,16%
,Female,21,36,25,66,24,50,19,59,44,49,27,90,41,52,48,124,20,45,27,125,23,42,14,129,26,27,16,145,43,101,52,139,35,65,40,156,52,106,33,158,61,83,46,166,64,98,31,164,60,110,26,164,65,89,27,160,69,79,19,179,47,51,63,207,84,65,0,235, 	779 ,"1,148", 	(369),147.37%,0.07, 	145 ,30,21%
Maryland ,Total,6781,"10,151","3,537","23,538",6421,"10,182","3,973","23,752",6729,"9,749","3,289","24,162",6593,"10,351","3,571","23,791",6817,"10,687","3,501","23,285",6529,"10,883","3,570","22,737",6628,"10,356","3,652","22,945",6846,"10,424","3,866","23,433",6520,"10,562","3,875","23,324",6148,"10,931","3,807","22,255",6128,"9,475","3,695","22,645",6214,"9,888","3,597","22,558",5859,"10,413","3,534","21,522",5579,"9,552","3,640","21,335",5579,"9,514","3,640","21,011",6711,"10,277","3,123","20,764",6128,"9,479","2,712","19,994"," 	108,210 ","172,874"," 	(64,664)",159.76%,0.04," 	22,532 ","3,564",16%
,Male,6140,"9,314","3,288","22,319",5778,"9,258","3,697","22,545",6096,"8,937","3,068","22,898",5966,"9,483","3,271","22,543",6182,"9,748","3,249","22,105",6006,"10,013","3,337","21,640",6065,"9,553","3,427","21,864",6238,"9,700","3,639","22,249",6008,"9,651","3,650","22,264",5637,"10,278","3,641","21,206",5638,"8,716","3,521","21,686",5738,"9,293","3,445","21,576",5457,"9,781","3,390","20,646",5147,"8,965","3,471","20,410",5147,"8,914","3,471","20,100",6025,"9,426","2,964","19,849",5540,"8,671","2,575","19,172"," 	98,808 ","159,701"," 	(60,893)",161.63%,0.04," 	21,475 ","3,359",16%
,Female,641,837,249,"1,219",643,924,276,"1,207",633,812,221,"1,264",627,868,300,"1,248",635,939,252,"1,180",523,870,233,"1,097",563,803,225,"1,081",608,724,227,"1,184",512,911,225,"1,060",511,653,166,"1,049",490,759,174,959,476,595,152,982,402,632,144,876,432,587,169,925,432,600,169,911,686,851,159,915,588,808,137,822," 	9,402 ","13,173"," 	(3,771)",140.11%,-0.01," 	1,058 ",205,19%
Massachusetts ,Total,1585,"3,211",477,"10,722",1770,"2,724",445,"10,588",1546,"2,374",287,"10,329",1921,"2,472",264,"10,232",1985,"2,581",293,"10,144",2266,"2,259",331,"10,701",2418,"2,318",268,"11,032",2424,"2,304",246,"11,436",2678,"2,725",310,"11,408",2413,"2,944",376,"11,316",2428,"3,026",378,"11,313",2504,"2,724",352,"11,623",2385,"3,070",250,"11,308",2290,"2,930",236,"10,950",2268,"2,732",224,"10,713",1995,"2,771",211,"9,922",1825,"2,531",225,"9,403"," 	36,701 ","45,696"," 	(8,995)",124.51%,-0.31," 	10,773 ",304,3%
,Male,1404,"2,838",471,"10,059",1342,"2,425",382,"9,875",1211,"1,925",233,"9,625",1694,"2,196",222,"9,524",1788,"2,300",267,"9,403",2039,"1,987",290,"9,913",2123,"2,015",232,"10,186",2174,"2,019",206,"10,646",2352,"2,355",265,"10,657",2114,"2,597",348,"10,597",2091,"2,678",350,"10,547",2104,"2,240",313,"10,832",2076,"2,637",218,"10,549",1926,"2,514",190,"10,143",1912,"2,287",187,"9,985",1685,"2,396",182,"9,268",1543,"2,145",195,"8,820"," 	31,578 ","39,554"," 	(7,976)",125.26%,-0.33," 	10,037 ",268,3%
,Female,181,373,6,663,428,299,63,713,335,449,54,704,227,276,42,708,197,281,26,741,227,272,41,788,295,303,36,846,250,285,40,790,326,370,45,751,299,347,28,719,337,348,28,766,400,484,39,791,309,433,32,759,364,416,46,807,356,445,37,728,310,375,29,654,282,386,30,583," 	5,123 ","6,142"," 	(1,019)",119.89%,-0.21, 	736 ,37,5%
Michigan ,Total,7685,"11,961","4,269","47,718",8359,"12,850","4,431","48,849",9573,"13,303","4,721","50,591",8634,"14,250","3,894","49,358",7982,"13,987","4,811","48,883",8347,"12,613","4,731","49,546",9071,"12,687","5,186","51,577",8714,"14,719","4,091","50,233",7677,"13,636","4,027","48,738",7321,"18,212","4,127","45,478",7364,"17,038","4,183","44,165",7232,"14,377","3,418","42,940",7477,"13,202","4,100","43,636",7845,"14,309","3,417","43,759",7702,"14,180","3,472","43,390",7412,"13,728","3,014","42,628",7004,"14,087","3,058","41,122"," 	135,399 ","239,139"," 	(103,740)",176.62%,0.21," 	46,624 ","4,056",9%
,Male,7086,"11,061","3,961","45,587",7745,"11,843","4,111","46,700",8794,"12,212","4,371","48,324",7970,"13,220","3,637","47,160",7382,"12,925","4,477","46,770",7720,"11,715","4,486","47,435",8357,"11,703","4,889","49,407",8042,"13,694","3,862","48,153",7101,"12,716","3,862","46,781",6805,"17,130","3,952","43,723",6785,"16,096","4,014","42,296",6619,"13,471","3,295","41,031",6886,"12,242","3,923","41,647",7188,"13,210","3,250","41,700",6971,"13,078","3,313","41,267",6695,"12,671","2,845","40,355",6272,"12,920","2,880","38,880"," 	124,418 ","221,907"," 	(97,489)",178.36%,0.21," 	44,542 ","3,831",9%
,Female,599,900,308,"2,131",614,"1,007",320,"2,149",779,"1,091",350,"2,267",664,"1,030",257,"2,198",600,"1,062",334,"2,113",627,898,245,"2,111",714,984,297,"2,170",672,"1,025",229,"2,080",576,920,165,"1,957",516,"1,082",175,"1,755",579,942,169,"1,869",613,906,123,"1,909",591,960,177,"1,989",657,"1,099",167,"2,059",731,"1,102",159,"2,123",717,"1,057",169,"2,273",732,"1,167",178,"2,242"," 	10,981 ","17,232"," 	(6,251)",156.93%,0.16," 	2,082 ",225,11%
