JURISDICTION,SEX,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,,,,,,,,
Minnesota ,Total,3023,"4,245","1,374","6,238",3074,"4,260","1,445","6,606",3560,"4,715","1,705","7,129",4057,"5,437","1,857","7,865",4387,"5,849","2,217","8,758",4668,"7,126","2,444","9,281",4770,"7,591","2,477","9,108",5067,"7,971","2,781","9,468",4919,"7,936","2,624","9,910",4789,"7,777","2,572","9,986",4522,"7,882","2,467","9,796",4462,"7,734","2,752","9,800",4735,"7,730","2,677","9,938",4901,"7,808","2,786","10,289",5095,"7,642","2,771","10,637",5117,"7,669","2,940","10,798",4845,"8,254","3,182","10,592"," 	75,991 ","117,626"," 	(41,635)",154.79%,-0.01," 	9,188 ","2,416",26%
,Male,2719,"3,848","1,280","5,870",2788,"3,900","1,370","6,223",3173,"4,289","1,586","6,674",3646,"4,838","1,731","7,430",3912,"5,310","2,059","8,214",4155,"6,434","2,279","8,677",4269,"6,828","2,293","8,546",4533,"7,214","2,584","8,866",4383,"7,201","2,469","9,240",4245,"6,978","2,384","9,312",4044,"7,103","2,281","9,158",3943,"6,969","2,557","9,156",4147,"6,957","2,481","9,228",4300,"6,934","2,562","9,566",4452,"6,793","2,557","9,901",4448,"6,798","2,690","10,027",4176,"7,273","2,885","9,818"," 	67,333 ","105,667"," 	(38,334)",156.93%,-0.01," 	8,583 ","2,238",26%
,Female,304,397,94,368,286,360,75,383,387,426,119,455,411,599,126,435,475,539,158,544,513,692,165,604,501,763,184,562,534,757,197,602,536,735,155,670,544,799,188,674,478,779,186,638,519,765,195,644,588,773,196,710,601,874,224,723,643,849,214,736,669,871,250,771,669,981,297,774," 	8,658 ","11,959"," 	(3,301)",138.13%,-0.03, 	605 ,178,29%
Mississippi ,Total,5661,"4,940",135,"20,241",5998,"5,709",854,"21,460",5451,"5,592",204,"22,705",7373,"7,967","1,048","20,589",7969,"8,668",271,"20,983",7655,"9,189","1,211","20,515",8684,"10,169","1,207","21,068",8523,"8,473","1,198","22,431",6858,"7,831","1,040","22,754",7136,"9,287","1,201","21,482",6683,"8,700","1,698","21,067",6641,"8,197","1,744","21,386",6412,"7,728","2,108","22,319",5972,"8,202","1,915","21,969",5075,"9,442","1,367","18,793",4702,"6,105","1,411","18,911",5437,"7,080","1,953","19,192"," 	112,230 ","133,279"," 	(21,049)",118.76%,-0.37," 	21,051 ","1,210",6%
,Male,5080,"4,461",127,"18,572",5372,"5,121",765,"19,637",4897,"4,988",189,"20,623",6603,"7,146",939,"18,834",7027,"7,571",234,"19,187",6753,"8,108","1,049","18,729",7643,"8,905","1,058","19,279",7448,"7,375","1,014","20,469",6076,"6,913",911,"20,773",6316,"8,081","1,044","19,747",5915,"7,660","1,518","19,542",5894,"7,300","1,556","19,808",5692,"6,869","1,899","20,652",5301,"7,229","1,677","20,352",4479,"8,493","1,237","17,448",4173,"5,431","1,286","17,595",4798,"6,332","1,804","17,823"," 	99,467 ","117,983"," 	(18,516)",118.62%,-0.39," 	19,357 ","1,077",6%
,Female,581,479,8,"1,669",626,588,89,"1,823",554,604,15,"2,082",770,821,109,"1,755",942,"1,097",37,"1,796",902,"1,081",162,"1,786",1041,"1,264",149,"1,789",1075,"1,098",184,"1,962",782,918,129,"1,981",820,"1,206",157,"1,735",768,"1,040",180,"1,525",747,897,188,"1,578",720,859,209,"1,667",671,973,238,"1,617",596,949,130,"1,345",529,674,125,"1,316",639,748,149,"1,369"," 	12,763 ","15,296"," 	(2,533)",119.85%,-0.21," 	1,694 ",133,8%
Missouri ,Total,8470,"14,173","5,977","27,543",8668,"14,657","6,493","28,757",9715,"16,097","6,903","30,099",9939,"18,240","7,190","30,303",9857,"18,561","8,408","31,081",10341,"19,230","8,458","30,823",9846,"20,295","8,574","30,167",9735,"19,642","8,541","29,857",9952,"18,981","8,646","30,186",9777,"18,110","8,433","30,563",9503,"17,809","8,233","30,623",9416,"17,830","8,558","30,833",9748,"17,973","8,465","31,247",10243,"18,798","8,737","31,537",10080,"18,773","8,914","31,942",9609,"17,936","8,599","32,330",9834,"18,423","8,589","32,461"," 	164,733 ","305,528"," 	(140,795)",185.47%,0.30," 	30,609 ","8,101",26%
,Male,7393,"12,351","5,332","25,550",7562,"12,881","5,762","26,633",8449,"14,136","6,148","27,825",8506,"15,787","6,394","28,064",8390,"16,240","7,391","28,574",8736,"16,586","7,481","28,312",8362,"17,705","7,539","27,588",8302,"16,949","7,429","27,335",8549,"16,387","7,603","27,737",8314,"15,608","7,423","28,136",8041,"15,328","7,202","28,163",7921,"15,287","7,457","28,258",8136,"15,387","7,386","28,544",8385,"15,756","7,488","28,755",8149,"15,818","7,623","28,836",7717,"14,833","7,269","29,063",7801,"15,039","7,217","29,124"," 	138,713 ","262,078"," 	(123,365)",188.94%,0.31," 	28,029 ","7,067",25%
,Female,1077,"1,822",645,"1,993",1106,"1,776",731,"2,124",1266,"1,961",755,"2,274",1433,"2,453",796,"2,239",1467,"2,321","1,017","2,507",1605,"2,644",977,"2,511",1484,"2,590","1,035","2,579",1433,"2,693","1,112","2,522",1403,"2,594","1,043","2,449",1463,"2,502","1,010","2,427",1462,"2,481","1,031","2,460",1495,"2,543","1,101","2,575",1612,"2,586","1,079","2,703",1858,"3,042","1,249","2,782",1931,"2,955","1,291","3,106",1892,"3,103","1,330","3,267",2033,"3,384","1,372","3,337"," 	26,020 ","43,450"," 	(17,430)",166.99%,0.26," 	2,580 ","1,034",40%
Montana ,Total,530,"1,074",672,"3,105",1303,"1,276",166,"3,328",1278,"1,556",232,"3,323",1545,"1,689",363,"3,620",1756,"1,975",426,"3,164",1924,"2,127",464,"3,509",1849,"2,321",447,"3,563",1497,"2,262",555,"3,431",1681,"2,176",572,"3,517",1671,"2,288",624,"3,605",1759,"2,227",504,"3,716",1603,"2,104",460,"3,678",1519,"2,091",501,"3,609",1826,"2,351",556,"3,642",1888,"2,396",560,"3,699",1816,"2,416",578,"3,685",1990,"2,548",676,"3,814"," 	27,435 ","34,877"," 	(7,442)",127.13%,-0.29," 	3,530 ",492,14%
,Male,458,958,590,"2,799",1115,"1,131",161,"2,965",1123,"1,369",226,"2,978",1289,"1,442",304,"3,201",1454,"1,650",354,"2,841",1597,"1,745",388,"3,155",1485,"1,853",351,"3,209",1270,"1,848",437,"3,133",1412,"1,844",470,"3,158",1396,"1,952",542,"3,214",1476,"1,898",430,"3,291",1348,"1,762",394,"3,274",1263,"1,749",420,"3,210",1489,"1,937",466,"3,230",1539,"1,940",477,"3,311",1501,"2,002",477,"3,295",1579,"2,052",572,"3,405"," 	22,794 ","29,132"," 	(6,338)",127.81%,-0.30," 	3,157 ",415,13%
,Female,72,116,82,306,188,145,5,363,155,187,6,345,256,247,59,419,302,325,72,323,327,382,76,354,364,468,96,354,227,414,118,298,269,332,102,359,275,336,82,391,283,329,74,425,255,342,66,404,256,342,81,399,337,414,90,412,349,456,83,388,315,414,101,390,411,496,104,409," 	4,641 ","5,745"," 	(1,104)",123.79%,-0.17, 	373 ,76,20%
Nebraska ,Total,1443,"1,518",245,"3,895",1571,"1,755",212,"3,937",1693,"1,868",241,"4,058",1735,"1,976",224,"4,040",1787,"2,053",298,"4,130",1929,"2,003",335,"4,455",1687,"2,106",252,"4,407",1798,"1,983",278,"4,505",1789,"1,990",270,"4,520",1812,"2,157",289,"4,474",2014,"2,152",218,"4,587",2092,"2,438",315,"4,616",2162,"2,743",459,"4,705",2255,"2,628",586,"5,026",2130,"2,326",495,"5,441",1875,"2,358",366,"5,372",1823,"2,413",485,"5,302"," 	31,595 ","36,467"," 	(4,872)",115.42%,-0.40," 	4,557 ",328,7%
,Male,1291,"1,357",219,"3,629",1363,"1,600",192,"3,595",1489,"1,648",218,"3,706",1536,"1,723",202,"3,717",1562,"1,838",269,"3,761",1657,"1,734",296,"4,032",1453,"1,820",225,"3,994",1547,"1,681",242,"4,106",1542,"1,715",232,"4,130",1609,"1,903",256,"4,108",1749,"1,905",202,"4,176",1832,"2,099",286,"4,247",1888,"2,362",400,"4,352",1959,"2,261",528,"4,656",1822,"1,992",433,"5,001",1626,"2,029",317,"4,943",1551,"2,064",423,"4,878"," 	27,476 ","31,731"," 	(4,255)",115.49%,-0.42," 	4,178 ",291,7%
,Female,152,161,26,266,208,155,20,342,204,220,23,352,199,253,22,323,225,215,29,369,272,269,39,423,234,286,27,413,251,302,36,399,247,275,38,390,203,254,33,366,265,247,16,411,260,339,29,369,274,381,59,353,296,367,58,370,308,334,62,440,249,329,49,429,272,349,62,424," 	4,119 ","4,736", 	(617),114.98%,-0.26, 	379 ,37,10%
Nevada ,Total,3678,"4,374",963,"10,063",3453,"4,480",948,"10,233",3575,"4,734","1,003","10,478",3575,"4,800","1,003","10,543",5585,"5,076",963,"11,365",3101,"5,479","2,288","11,782",5406,"4,986",702,"12,839",5642,"5,204",733,"13,400",3184,"5,278","1,426","12,743",4727,"5,967",682,"12,482",4751,"6,036",777,"12,653",4502,"5,910",968,"12,778",4003,"5,623",859,"12,883",4003,"5,623",859,"13,056",4488,"5,838",925,"12,537",4862,"5,838","1,002","13,071",4754,"5,778",893,"13,757"," 	73,289 ","91,024"," 	(17,735)",124.20%,-0.32," 	12,157 ","1,000",8%
,Male,3186,"3,870",848,"9,217",3032,"3,937",843,"9,392",3118,"4,165",896,"9,627",3118,"4,239",896,"9,663",4937,"4,557",885,"10,487",2778,"4,858","1,936","10,838",4672,"4,532",653,"11,709",4876,"4,730",682,"12,221",2894,"4,573","1,191","11,761",4123,"5,188",579,"11,533",4100,"5,248",657,"11,689",3897,"5,161",851,"11,811",3432,"4,919",749,"11,845",3432,"4,919",749,"11,971",3804,"5,041",787,"11,452",4144,"5,041",857,"11,905",4046,"4,963",748,"12,490"," 	63,589 ","79,941"," 	(16,352)",125.72%,-0.32," 	11,154 ",871,8%
,Female,492,504,115,846,421,543,105,841,457,569,107,851,457,561,107,880,648,519,78,878,323,621,352,944,734,454,49,"1,130",766,474,51,"1,179",290,705,235,982,604,779,103,949,651,788,120,964,605,749,117,967,571,704,110,"1,038",571,704,110,"1,085",684,797,138,"1,085",718,797,145,"1,166",708,815,145,"1,267"," 	9,700 ","11,083"," 	(1,383)",114.26%,-0.26," 	1,003 ",129,13%
New Hampshire ,Total,686,"1,066",365,"2,257",791,"1,046",380,"2,392",722,"1,066",391,"2,451",712,"1,195",427,"2,434",663,"1,086",436,"2,448",598,"1,386",659,"2,530",691,"1,346",609,"2,805",615,"1,402",653,"2,943",0,"1,507",0,"2,702",213,"1,564",728,"2,731",720,"1,669",594,"2,761",789,"1,952",808,"2,614",868,"1,655",813,"2,790",861,"1,639",798,"3,018",658,"1,666",770,"2,963",796,"1,671",782,"2,897",736,"1,612",802,"2,818"," 	11,119 ","24,528"," 	(13,409)",220.60%,0.65," 	2,680 ",589,22%
,Male,625,980,340,"2,137",700,943,360,"2,263",647,974,362,"2,307",645,"1,074",400,"2,317",611,997,397,"2,329",537,"1,253",588,"2,397",616,"1,187",526,"2,633",553,"1,310",607,"2,741",0,"1,337",0,"2,521",193,"1,340",624,"2,564",634,"1,481",535,"2,560",700,"1,740",730,"2,444",752,"1,420",724,"2,583",744,"1,443",716,"2,781",572,"1,435",681,"2,715",672,"1,423",669,"2,661",619,"1,372",684,"2,591"," 	9,820 ","21,709"," 	(11,889)",221.07%,0.63," 	2,503 ",526,21%
,Female,61,86,25,120,91,103,20,129,75,92,29,144,67,121,27,117,52,89,39,119,61,133,71,133,75,159,83,172,62,92,46,202,0,170,0,181,20,224,104,167,86,188,59,201,89,212,78,170,116,235,89,207,117,196,82,237,86,231,89,248,124,248,113,236,117,240,118,227," 	1,299 ","2,819"," 	(1,520)",217.01%,0.76, 	177 ,63,36%
New Jersey ,Total,8757,"15,362","4,854","29,784",9338,"16,064","5,044","28,142",9844,"14,827","4,692","27,891",10143,"15,043","4,192","27,246",9756,"14,418","4,072","26,757",9880,"13,649","4,330","27,359",10007,"13,986","3,908","27,371",9969,"14,358","3,751","26,827",9715,"13,885","3,201","25,953",9382,"12,860","2,821","25,382",9501,"12,821","2,850","25,007",7515,"11,744","2,595","23,834",7504,"11,056","2,472","23,225",7203,"10,952","2,598","22,452",6827,"10,447","2,430","21,590",6456,"10,436","2,572","20,489",6116,"9,864","2,721","19,786"," 	147,913 ","221,772"," 	(73,859)",149.93%,-0.06," 	25,241 ","3,477",14%
,Male,7911,"13,867","4,422","28,134",8524,"14,687","4,507","26,514",8999,"13,490","4,244","26,305",9305,"13,738","3,796","25,729",8971,"13,312","3,773","25,287",9147,"12,582","4,019","25,910",9209,"12,906","3,658","25,943",9156,"13,227","3,458","25,417",8945,"12,752","2,951","24,654",8722,"11,892","2,615","24,176",8841,"11,909","2,678","23,871",6944,"10,912","2,420","22,762",6976,"10,340","2,321","22,164",6667,"10,214","2,454","21,427",6347,"9,786","2,270","20,571",5999,"9,711","2,434","19,581",5744,"9,246","2,567","18,952"," 	136,407 ","204,571"," 	(68,164)",149.97%,-0.08," 	23,965 ","3,211",13%
,Female,846,"1,495",432,"1,650",814,"1,377",537,"1,628",845,"1,337",448,"1,586",838,"1,305",396,"1,517",785,"1,106",299,"1,470",733,"1,067",311,"1,449",798,"1,080",250,"1,428",813,"1,131",293,"1,410",770,"1,133",250,"1,299",660,968,206,"1,206",660,912,172,"1,136",571,832,175,"1,072",528,716,151,"1,061",536,738,144,"1,025",480,661,160,"1,019",457,725,138,908,372,618,154,834," 	11,506 ","17,201"," 	(5,695)",149.50%,0.09," 	1,276 ",266,21%
New Mexico ,Total,2231,"3,404",930,"5,342",2280,"3,222",223,"5,668",1242,"5,828",482,"5,991",2613,"3,944","1,007","6,223",2650,"4,090","1,081","6,379",2576,"4,079","1,276","6,571",2510,"4,274","1,427","6,639",2404,"4,507","1,329","6,466",2392,"4,013","1,395","6,322",2065,"4,130","3,221","6,363",1469,"3,953","2,315","6,763",2297,"3,530","1,194","6,998",2225,"3,372","1,355","6,727",2453,"3,347","1,114","6,931",2500,"3,515","1,298","7,021",2653,"3,737","1,341","7,104",2311,"3,632","1,304","7,055"," 	38,871 ","66,577"," 	(27,706)",171.28%,0.15," 	6,504 ","1,311",20%
,Male,1939,"2,969",823,"4,831",2013,"2,867",202,"5,151",1125,"4,752",429,"5,473",2282,"3,452",883,"5,647",2330,"3,559",972,"5,798",2191,"3,590","1,166","5,905",2190,"3,671","1,239","5,972",2115,"3,867","1,184","5,890",2085,"3,491","1,216","5,754",2027,"3,672","2,851","5,775",1209,"3,443","2,125","6,161",2000,"3,132","1,075","6,366",1933,"2,974","1,232","6,096",2109,"2,921",999,"6,276",2119,"3,016","1,152","6,348",2268,"3,214","1,175","6,398",1949,"3,110","1,135","6,344"," 	33,884 ","57,700"," 	(23,816)",170.29%,0.12," 	5,893 ","1,168",20%
,Female,292,435,107,511,267,355,21,517,117,"1,076",53,518,331,492,124,576,320,531,109,581,385,489,110,666,320,603,188,667,289,640,145,576,307,522,179,568,38,458,370,588,260,510,190,602,297,398,119,632,292,398,123,631,344,426,115,655,381,499,146,673,385,523,166,706,362,522,169,711," 	4,987 ","8,877"," 	(3,890)",178.00%,0.37, 	610 ,143,23%
New York ,Total,18563,"29,993","8,982","70,199",16499,"29,184","8,872","67,533",17009,"27,860","9,141","67,065",17343,"28,503","8,637","65,198",16388,"27,024","8,215","63,751",16054,"26,089","8,083","62,743",16252,"25,804","9,387","63,315",16461,"27,725","9,724","62,620",15178,"28,153","10,027","60,347",14874,"26,052","9,105","58,687",14457,"25,852","8,848","56,656",14167,"24,852","9,020","55,436",13853,"24,548","9,158","54,210",13441,"23,656","9,206","53,550",13054,"23,234","8,427","52,518",12390,"22,045","8,140","51,727",12654,"22,362","8,331","50,716"," 	258,637 ","442,936"," 	(184,299)",171.26%,0.15," 	59,781 ","8,900",15%
,Male,17226,"27,711","8,352","66,919",15287,"27,131","8,290","64,400",15796,"25,831","8,570","64,069",16181,"26,663","8,117","62,284",15259,"25,192","7,707","60,962",14888,"24,361","7,593","59,941",15072,"24,106","8,858","60,456",15288,"25,846","9,188","59,866",14108,"26,326","9,451","57,760",13892,"24,452","8,609","56,198",13575,"24,234","8,419","54,438",13158,"23,427","8,543","53,124",12873,"23,043","8,736","51,963",12494,"22,323","8,755","51,193",12038,"21,739","8,005","50,192",11412,"20,662","7,727","49,373",11698,"20,831","7,869","48,442"," 	240,245 ","413,878"," 	(173,633)",172.27%,0.14," 	57,152 ","8,399",15%
,Female,1337,"2,282",630,"3,280",1212,"2,053",582,"3,133",1213,"2,029",571,"2,996",1162,"1,840",520,"2,914",1129,"1,832",508,"2,789",1166,"1,728",490,"2,802",1180,"1,698",529,"2,859",1173,"1,879",536,"2,754",1070,"1,827",576,"2,587",982,"1,600",496,"2,489",882,"1,618",429,"2,218",1009,"1,425",477,"2,312",980,"1,505",422,"2,247",947,"1,333",451,"2,357",1016,"1,495",422,"2,326",978,"1,383",413,"2,354",956,"1,531",462,"2,274"," 	18,392 ","29,058"," 	(10,666)",157.99%,0.17," 	2,629 ",501,19%
North Carolina ,Total,9063,"9,688",755,"31,266",8851,"9,030",572,"32,253",8851,"9,030",572,"32,832",9099,"9,134",392,"33,560",10056,"9,371",351,"35,434",10037,"9,810",417,"36,365",10459,"10,028",135,"37,460",10492,"10,118",337,"37,970",11377,"10,617",419,"39,482",11749,"11,495",422,"39,860",11468,"11,539",496,"40,382",11011,"11,878",512,"39,440",11469,"12,327",629,"37,136",12721,"13,829","1,356","36,922",13671,"15,264","2,345","37,096",13021,"16,353","3,298","36,617",12274,"16,677","3,734","35,697"," 	185,669 ","196,188"," 	(10,519)",105.67%,-0.50," 	36,457 ",985,3%
,Male,8376,"8,980",700,"29,363",8213,"8,396",531,"30,211",8213,"8,396",531,"30,659",8429,"8,479",378,"31,304",9256,"8,692",341,"33,004",9158,"8,987",395,"33,776",9604,"9,200",134,"34,774",9658,"9,290",328,"35,344",10449,"9,771",407,"36,704",10709,"10,528",409,"37,052",10569,"10,632",475,"37,563",10097,"10,888",498,"36,800",10467,"11,355",607,"34,675",11455,"12,590","1,278","34,430",12127,"13,832","2,190","34,455",11430,"14,638","3,089","33,928",10657,"14,809","3,425","32,985"," 	168,867 ","179,463"," 	(10,596)",106.27%,-0.52," 	33,943 ",924,3%
,Female,687,708,55,"1,903",638,634,41,"2,042",638,634,41,"2,173",670,655,14,"2,256",800,679,10,"2,430",879,823,22,"2,589",855,828,1,"2,686",834,828,9,"2,626",928,846,12,"2,778",1040,967,13,"2,808",899,907,21,"2,819",914,990,14,"2,640",1002,972,22,"2,461",1266,"1,239",78,"2,492",1544,"1,432",155,"2,641",1591,"1,715",209,"2,689",1617,"1,868",309,"2,712"," 	16,802 ","16,725", 	77 ,99.54%,-0.41," 	2,514 ",60,2%
North Dakota ,Total,478,604,127,"1,076",614,715,132,"1,111",625,773,143,"1,112",818,874,172,"1,239",915,924,93,"1,327",847,"1,004",240,"1,385",843,"1,040",256,"1,363",762,984,266,"1,416",733,"1,056",350,"1,452",521,"1,013",521,"1,486",779,"1,023",229,"1,487",643,"1,022",306,"1,423",640,"1,082",520,"1,512",684,"1,187",536,"1,576",953,"1,067",189,"1,718",903,"1,525",665,"1,795",914,"1,627",675,"1,791"," 	12,672 ","17,520"," 	(4,848)",138.26%,-0.18," 	1,428 ",319,22%
,Male,440,540,113,"1,008",519,649,119,"1,010",527,663,128,"1,009",717,755,145,"1,126",771,792,84,"1,198",708,850,201,"1,230",700,854,204,"1,206",642,821,236,"1,269",653,900,265,"1,292",440,860,437,"1,312",645,848,194,"1,308",569,843,237,"1,276",545,890,401,"1,341",591,978,434,"1,419",778,884,153,"1,514",750,"1,243",534,"1,587",747,"1,320",531,"1,578"," 	10,742 ","14,690"," 	(3,948)",136.75%,-0.21," 	1,275 ",260,20%
,Female,38,64,14,68,95,66,13,101,98,110,15,103,101,119,27,113,144,132,9,129,139,154,39,155,143,186,52,157,120,163,30,147,80,156,85,160,81,153,84,174,134,175,35,179,74,179,69,147,95,192,119,171,93,209,102,157,175,183,36,204,153,282,131,208,167,307,144,213," 	1,930 ","2,830", 	(900),146.63%,0.06, 	152 ,59,39%
Ohio ,Total,18701,"24,796","5,066","45,833",19081,"24,959","5,301","45,281",20215,"25,354","5,464","45,646",21179,"27,401","5,312","44,778",22961,"28,208","5,045","44,806",24162,"28,098","4,698","45,854",27175,"28,585","4,461","49,166",26778,"29,266","3,829","50,731",24881,"28,555","4,606","51,686",23586,"26,953","3,265","51,606",22245,"24,498","2,340","51,712",19720,"22,901","2,408","50,964",18939,"21,628","2,579","50,876",19086,"21,238","2,899","51,729",18301,"22,399","3,868","51,519",18207,"21,759","4,247","52,233",17992,"22,850","4,789","52,175"," 	363,209 ","429,448"," 	(66,239)",118.24%,-0.38," 	49,211 ","4,128",8%
,Male,16353,"22,168","4,821","43,025",16693,"22,325","5,038","42,452",17745,"22,687","5,170","42,717",18591,"24,524","5,059","41,881",19936,"25,095","4,722","41,621",21033,"24,635","4,347","42,594",23465,"24,990","4,178","45,465",23129,"25,390","3,510","46,909",21466,"24,931","4,309","47,773",20390,"23,601","3,034","47,617",19245,"21,319","2,161","47,720",17098,"19,999","2,221","47,061",16401,"18,869","2,396","47,008",16269,"18,462","2,751","47,579",15527,"19,431","3,617","47,311",15271,"18,767","3,970","47,803",15012,"19,708","4,465","47,581"," 	313,624 ","376,901"," 	(63,277)",120.18%,-0.38," 	45,536 ","3,869",8%
,Female,2348,"2,628",245,"2,808",2388,"2,634",263,"2,829",2470,"2,667",294,"2,929",2588,"2,877",253,"2,897",3025,"3,113",323,"3,185",3129,"3,463",351,"3,260",3710,"3,595",283,"3,701",3649,"3,876",319,"3,822",3415,"3,624",297,"3,913",3196,"3,352",231,"3,989",3000,"3,179",179,"3,992",2622,"2,902",187,"3,903",2538,"2,759",183,"3,868",2817,"2,776",148,"4,150",2774,"2,968",251,"4,208",2936,"2,992",277,"4,430",2980,"3,142",324,"4,594"," 	49,585 ","52,547"," 	(2,962)",105.97%,-0.35," 	3,675 ",259,7%
Oklahoma ,Total,7254,"6,708",172,"23,181",7197,"8,366",675,"22,780",7387,"8,508",882,"22,802",5988,"8,206","2,149","22,821",5907,"8,563","2,128","24,508",6341,"8,550","2,415","24,826",6091,"8,027","2,417","24,288",6398,"8,507","2,397","24,603",5530,"7,948","2,319","24,660",5400,"8,012","2,613","24,803",5507,"7,926","2,478","26,252",5099,"7,702","2,357","25,977",5235,"6,952","2,462","25,225",5618,"7,375","2,401","27,547",6943,"8,655","3,152","27,650",7096,"8,911","2,638","28,547",6383,"10,419","2,395","26,871"," 	105,374 ","139,335"," 	(33,961)",132.23%,-0.24," 	25,138 ","2,121",8%
,Male,6258,"5,751",143,"20,787",6125,"7,059",570,"20,490",6342,"7,203",723,"20,464",5124,"6,993","1,785","20,501",5041,"7,162","1,769","22,024",5388,"7,194","2,002","22,371",5295,"6,842","2,031","21,886",5486,"7,257","2,000","22,141",4671,"6,737","1,945","22,165",4646,"6,830","2,171","22,230",4775,"6,716","2,073","23,703",4443,"6,580","1,991","23,558",4493,"5,958","2,090","22,728",4770,"6,303","1,988","24,769",5956,"7,314","2,709","24,799",6047,"7,559","2,132","25,489",5321,"8,817","1,892","23,834"," 	90,181 ","118,275"," 	(28,094)",131.15%,-0.27," 	22,585 ","1,766",8%
,Female,996,957,29,"2,394",1072,"1,307",105,"2,290",1045,"1,305",159,"2,338",864,"1,213",364,"2,320",866,"1,401",359,"2,484",953,"1,356",413,"2,455",796,"1,185",386,"2,402",912,"1,250",397,"2,462",859,"1,211",374,"2,495",754,"1,182",442,"2,573",732,"1,210",405,"2,549",656,"1,122",366,"2,419",742,994,372,"2,497",848,"1,072",413,"2,778",987,"1,341",443,"2,851",1049,"1,352",506,"3,058",1062,"1,602",503,"3,037"," 	15,193 ","21,060"," 	(5,867)",138.62%,-0.02," 	2,553 ",355,14%
