JURISDICTION,SEX,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,,,,,,,,
Oregon ,Total,2813,"3,404","1,057","10,580",3152,"3,710","1,090","11,410",3440,"4,356","1,322","12,085",3533,"4,499","1,310","12,715",3711,"4,920","1,390","13,183",4392,"6,226","1,746","13,411",3697,"5,145","1,494","13,707",3615,"5,085","1,466","13,948",3703,"5,063","1,456","14,167",4226,"5,428","1,471","14,403",3799,"5,294","1,470","14,876",3692,"4,574","1,405","14,510",3729,"5,032","1,443","14,840",3823,"5,057","1,499","15,517",3701,"5,436","1,461","15,075",3602,"5,088","1,444","15,245",3469,"4,716","1,391","15,166"," 	62,097 ","83,033"," 	(20,936)",133.71%,-0.22," 	13,814 ","1,407",10%
,Male,2610,"3,132",995,"9,984",2870,"3,415","1,031","10,749",3072,"3,990","1,189","11,273",3122,"4,021","1,199","11,832",3242,"4,406","1,276","12,198",3820,"5,508","1,589","12,396",3227,"4,556","1,385","12,687",3147,"4,523","1,354","12,888",3226,"4,503","1,325","13,058",3705,"4,807","1,352","13,278",3314,"4,703","1,370","13,745",3221,"4,092","1,304","13,387",3210,"4,470","1,310","13,609",3280,"4,421","1,357","14,212",3190,"4,768","1,325","13,799",3257,"4,652","1,352","13,938",3136,"4,311","1,302","13,862"," 	54,649 ","74,278"," 	(19,629)",135.92%,-0.22," 	12,759 ","1,295",10%
,Female,203,272,62,596,282,295,59,661,368,366,133,812,411,478,111,883,469,514,114,985,572,718,157,"1,015",470,589,109,"1,020",468,562,112,"1,060",477,560,131,"1,109",521,621,119,"1,125",485,591,100,"1,131",471,482,101,"1,123",519,562,133,"1,231",543,636,142,"1,305",511,668,136,"1,276",345,436,92,"1,307",333,405,89,"1,304"," 	7,448 ","8,755"," 	(1,307)",117.55%,-0.23," 	1,055 ",112,11%
Pennsylvania ,Total,7203,"11,888","4,348","36,847",7535,"10,646","4,973","38,062",8247,"10,848","4,902","40,168",8702,"13,511","5,036","40,890",8435,"14,737","5,808","40,963",8829,"15,497","6,504","42,380",9578,"16,087","6,071","44,397",10222,"16,832","5,753","45,969",10564,"16,055","6,099","49,215",10778,"14,867","5,712","51,429",10775,"17,086","5,620","51,264",10934,"18,038","6,895","51,578",10758,"19,157","7,259","51,125",11479,"20,625","8,201","51,422",10252,"20,794","9,074","50,694",9697,"21,140","9,452","49,858",9093,"20,632","10,143","49,244"," 	163,081 ","278,440"," 	(115,359)",170.74%,0.15," 	46,206 ","6,579",14%
,Male,6680,"11,140","4,157","35,268",6946,"9,957","4,700","36,351",7618,"10,093","4,663","38,347",8021,"12,553","4,796","39,067",7752,"13,694","5,472","39,136",8026,"14,473","6,185","40,351",8751,"14,868","5,774","42,148",9326,"15,576","5,473","43,506",9658,"14,766","5,830","46,451",9862,"13,546","5,391","48,601",9829,"15,568","5,310","48,552",9988,"16,551","6,457","48,795",9798,"17,517","6,802","48,380",10462,"18,826","7,639","48,760",9320,"19,037","8,426","47,936",8775,"19,371","8,810","47,039",8176,"18,775","9,374","46,381"," 	148,988 ","256,311"," 	(107,323)",172.03%,0.14," 	43,828 ","6,192",14%
,Female,523,748,191,"1,579",589,689,273,"1,711",629,755,239,"1,821",681,958,240,"1,823",683,"1,043",336,"1,827",803,"1,024",319,"2,029",827,"1,219",297,"2,249",896,"1,256",280,"2,463",906,"1,289",269,"2,764",916,"1,321",321,"2,828",946,"1,518",310,"2,712",946,"1,487",438,"2,783",960,"1,640",457,"2,745",1017,"1,799",562,"2,662",932,"1,757",648,"2,758",922,"1,769",642,"2,819",917,"1,857",769,"2,863"," 	14,093 ","22,129"," 	(8,036)",157.02%,0.16," 	2,379 ",388,16%
Rhode Island ,Total,3526,"3,223",147,"3,286",3342,"3,197",120,"3,241",3620,"3,312",114,"3,520",3696,"3,684",157,"3,527",613,878,142,"3,430",770,815,141,"3,654",754,"1,035",122,"3,996",993,940,127,"4,018",929,"1,130",161,"4,045",783,"1,295",176,"3,674",718,"1,155",220,"3,357",695,"1,009",155,"3,337",697,998,170,"3,318",659,915,151,"3,361",699,899,122,"3,359",524,813,99,"3,248",666,962,101,"3,103"," 	23,684 ","26,260"," 	(2,576)",110.88%,-0.45," 	3,498 ",143,4%
,Male,3084,"2,807",134,"3,048",2974,"2,785",107,"3,048",3224,"2,991",108,"3,306",3253,"3,279",143,"3,305",571,836,139,"3,222",739,773,134,"3,423",709,964,112,"3,716",916,892,117,"3,736",873,"1,046",151,"3,802",728,"1,212",162,"3,444",658,"1,086",200,"3,139",651,928,149,"3,158",650,932,153,"3,128",621,857,145,"3,169",665,836,113,"3,201",499,772,93,"3,102",630,913,89,"2,927"," 	21,445 ","23,909"," 	(2,464)",111.49%,-0.46," 	3,287 ",132,4%
,Female,442,416,13,238,368,412,13,193,396,321,6,214,443,405,14,222,42,42,3,208,31,42,7,231,45,71,10,280,77,48,10,282,56,84,10,243,55,83,14,230,60,69,20,218,44,81,6,179,47,66,17,190,38,58,6,192,34,63,9,158,25,41,6,146,36,49,12,176," 	2,239 ","2,351", 	(112),105.00%,-0.36, 	212 ,10,5%
South Carolina ,Total,6135,"8,692","2,127","21,778",6592,"8,652","2,420","22,576",6652,"8,650","2,936","23,715",6583,"9,861","3,165","23,719",6494,"10,094","3,157","23,428",6409,"9,734","2,925","23,160",6298,"9,223","3,108","23,616",6596,"9,475","3,161","24,239",6483,"9,522","2,990","24,326",6349,"9,343","2,872","24,288",5654,"8,729","2,320","23,578",5642,"7,923","1,635","22,914",5205,"7,325","1,572","22,388",5162,"6,723","1,259","22,060",5049,"6,907","1,224","21,401",4877,"6,605","1,272","20,929",5395,"6,718","1,285","20,858"," 	101,575 ","144,176"," 	(42,601)",141.94%,-0.14," 	22,881 ","2,319",10%
,Male,5502,"7,896","1,982","20,358",5979,"7,909","2,252","21,067",5973,"7,889","2,707","22,044",5920,"8,923","2,953","22,143",5841,"9,137","2,877","21,866",5744,"8,830","2,718","21,646",5583,"8,352","2,875","22,013",5947,"8,596","2,958","22,635",5840,"8,687","2,794","22,693",5778,"8,507","2,662","22,771",5114,"7,966","2,153","22,105",5085,"7,201","1,532","21,528",4733,"6,707","1,480","21,051",4642,"6,181","1,181","20,669",4521,"6,298","1,156","20,032",4373,"6,002","1,196","19,574",4736,"6,084","1,184","19,384"," 	91,311 ","131,165"," 	(39,854)",143.65%,-0.14," 	21,387 ","2,156",10%
,Female,633,796,145,"1,420",613,743,168,"1,509",679,761,229,"1,671",663,938,212,"1,576",653,957,280,"1,562",665,904,207,"1,514",715,871,233,"1,603",649,879,203,"1,604",643,835,196,"1,633",571,836,210,"1,517",540,763,167,"1,473",557,722,103,"1,386",472,618,92,"1,337",520,542,78,"1,391",528,609,68,"1,369",504,603,76,"1,355",659,634,101,"1,474"," 	10,264 ","13,011"," 	(2,747)",126.76%,-0.14," 	1,494 ",163,11%
South Dakota ,Total,995,"1,335",343,"2,616",1018,"1,388",437,"2,790",1248,"1,800",434,"2,918",1288,"1,992",522,"3,026",1382,"2,432",680,"3,095",1441,"2,652",842,"3,463",1296,"3,146",787,"3,359",1229,"3,271",870,"3,311",1185,"3,110",888,"3,342",1297,"3,089",888,"3,434",1239,"2,869",695,"3,434",1247,"2,746",779,"3,535",1135,"1,970",850,"3,650",1059,"1,838",781,"3,682",1073,"2,429",539,"3,608",1220,"2,764",549,"3,564",1510,"2,845",573,"3,831"," 	20,862 ","41,676"," 	(20,814)",199.77%,0.44," 	3,333 ",674,20%
,Male,876,"1,170",289,"2,416",879,"1,190",370,"2,570",1086,"1,560",380,"2,691",1070,"1,700",466,"2,757",1169,"2,101",587,"2,803",1171,"2,253",736,"3,107",1056,"2,693",683,"3,009",989,"2,832",741,"2,942",956,"2,670",767,"2,987",1062,"2,661",743,"3,054",1014,"2,485",594,"3,023",970,"2,326",672,"3,094",956,"1,648",725,"3,227",873,"1,536",639,"3,240",877,"2,031",450,"3,199",957,"2,291",446,"3,148",1179,"2,324",446,"3,333"," 	17,140 ","35,471"," 	(18,331)",206.95%,0.49," 	2,976 ",573,19%
,Female,119,165,54,200,139,198,67,220,162,240,54,227,218,292,56,269,213,331,93,292,270,399,106,356,240,453,104,350,240,439,129,369,229,440,121,355,235,428,145,380,225,384,101,411,277,420,107,441,179,322,125,423,186,302,142,442,196,398,89,409,263,473,103,416,331,521,127,498," 	3,722 ","6,205"," 	(2,483)",166.71%,0.26, 	356 ,101,28%
Tennessee ,Total,8940,"14,128","4,735","22,166",8766,"12,895","5,529","23,671",9157,"13,765","5,865","24,989",8079,"13,963","4,980","25,403",7928,"13,508","5,221","25,884",8567,"14,710","5,684","26,369",7913,"15,508","5,742","25,745",8623,"15,717","5,912","26,267",8425,"15,621","5,771","27,228",8559,"15,971","5,224","26,965",8803,"14,969","5,003","27,451",8906,"15,172","5,364","28,479",8577,"16,163","5,337","28,411",8274,"16,582","5,521","28,521",8911,"15,769","6,055","28,769",7954,"14,700","5,562","28,172",7765,"13,685","5,133","28,203"," 	144,147 ","252,826"," 	(108,679)",175.39%,0.20," 	26,629 ","5,449",20%
,Male,7799,"12,447","4,209","20,797",7723,"11,300","4,896","22,203",7912,"12,076","5,154","23,254",7043,"12,150","4,357","23,577",6897,"11,687","4,523","23,979",7371,"12,692","4,888","24,347",6783,"13,372","4,972","23,787",7488,"13,466","5,101","24,344",7205,"13,442","4,975","25,099",7358,"13,751","4,544","24,956",7612,"12,924","4,285","25,345",7570,"12,928","4,605","26,070",7197,"13,549","4,526","26,048",6948,"13,909","4,616","26,069",7415,"13,108","5,014","26,160",6660,"12,281","4,618","25,532",6489,"11,377","4,278","25,481"," 	123,470 ","216,459"," 	(92,989)",175.31%,0.17," 	24,532 ","4,680",19%
,Female,1141,"1,681",526,"1,369",1043,"1,595",633,"1,468",1245,"1,689",711,"1,735",1036,"1,813",623,"1,826",1031,"1,821",698,"1,905",1196,"2,018",796,"2,022",1130,"2,136",770,"1,958",1135,"2,251",811,"1,923",1220,"2,179",796,"2,129",1201,"2,220",680,"2,009",1191,"2,045",718,"2,106",1336,"2,244",759,"2,409",1380,"2,614",811,"2,363",1326,"2,673",905,"2,452",1496,"2,661","1,041","2,609",1294,"2,419",944,"2,640",1276,"2,308",855,"2,722"," 	20,677 ","36,367"," 	(15,690)",175.88%,0.35," 	2,097 ",769,37%
Texas ,Total,32246,"86,782","11,224","166,719",43310,"66,228","17,966","162,070",45755,"64,720","17,691","162,003",35966,"65,173","10,569","166,911",44261,"65,804","22,395","168,105",42445,"71,090","28,300","169,003",42676,"70,413","27,457","172,116",44641,"73,029","26,199","171,790",46285,"72,173","25,450","172,506",46440,"72,322","23,876","171,249",48470,"71,500","23,942","173,649",49636,"74,547","23,422","172,224",50071,"82,130","24,331","166,372",49825,"74,093","24,188","168,280",49825,"77,277","24,482","166,043",49632,"76,189","24,167","163,909",47207,"76,733","26,538","163,703"," 	768,691 ","1,240,203"," 	(471,512)",161.34%,0.06," 	168,038 ","22,482",13%
,Male,28272,"77,391","10,306","153,097",38143,"58,528","16,683","149,701",39903,"57,612","16,226","148,952",31560,"57,583","9,797","153,424",38364,"58,249","20,377","154,147",36686,"63,138","26,031","155,497",36891,"62,285","25,276","158,317",38746,"65,095","24,201","157,859",40062,"64,043","23,639","158,653",40600,"64,415","22,147","157,679",42058,"63,896","22,253","159,298",43154,"66,365","21,789","158,036",42976,"72,532","22,587","152,823",42459,"65,108","22,409","154,450",42459,"68,264","22,665","151,717",41838,"66,358","22,208","149,501",39626,"66,529","24,294","149,368"," 	663,797 ","1,097,391"," 	(433,594)",165.32%,0.07," 	154,266 ","20,758",13%
,Female,3974,"9,391",918,"13,622",5167,"7,700","1,283","12,369",5852,"7,108","1,465","13,051",4406,"7,590",772,"13,487",5897,"7,555","2,018","13,958",5759,"7,952","2,269","13,506",5785,"8,128","2,181","13,799",5895,"7,934","1,998","13,931",6223,"8,130","1,811","13,853",5840,"7,907","1,729","13,570",6412,"7,604","1,689","14,351",6482,"8,182","1,633","14,188",7095,"9,598","1,744","13,549",7366,"8,985","1,779","13,830",7366,"9,013","1,817","14,326",7794,"9,831","1,959","14,408",7581,"10,204","2,244","14,335"," 	104,894 ","142,812"," 	(37,918)",136.15%,-0.05," 	13,773 ","1,724",13%
Utah ,Total,1537,"2,904","1,731","5,637",1374,"3,151","1,490","5,339",1561,"2,866","1,502","5,562",1773,"3,090","1,528","5,763",1840,"3,051","1,433","5,991",1943,"3,250","1,656","6,382",1882,"3,469","1,649","6,433",1822,"3,393","1,644","6,515",1777,"3,400","1,617","6,552",1951,"3,498","1,632","6,538",2065,"3,109","1,312","6,807",2035,"3,206","1,223","6,879",1945,"3,063","1,197","6,962",1963,"2,988","1,131","7,077",1596,"2,979","1,326","7,031",1419,"3,346","1,384","6,495",1483,"3,611","1,810","6,182"," 	29,966 ","54,374"," 	(24,408)",181.45%,0.26," 	6,361 ","1,486",23%
,Male,1366,"2,554","1,517","5,256",1209,"2,771","1,333","5,024",1358,"2,558","1,341","5,191",1510,"2,700","1,343","5,336",1552,"2,642","1,227","5,480",1623,"2,740","1,417","5,807",1551,"2,931","1,399","5,810",1523,"2,856","1,393","5,883",1484,"2,847","1,354","5,912",1659,"2,902","1,368","5,956",1729,"2,582","1,095","6,199",1720,"2,679","1,010","6,266",1593,"2,549","1,010","6,323",1607,"2,469",950,"6,415",1328,"2,464","1,080","6,369",1220,"2,790","1,174","5,980",1278,"3,071","1,585","5,777"," 	25,310 ","46,105"," 	(20,795)",182.16%,0.24," 	5,823 ","1,270",22%
,Female,171,350,214,381,165,380,157,315,203,308,161,371,263,390,185,427,288,409,206,511,320,510,239,575,331,538,250,623,299,537,251,632,293,553,263,640,292,596,264,582,336,527,217,608,315,527,213,613,352,514,187,639,356,519,181,662,268,515,246,662,199,556,210,515,205,540,225,405," 	4,656 ","8,269"," 	(3,613)",177.60%,0.37, 	539 ,216,40%
Vermont ,Total,386,949,171,"1,697",353,"1,077",168,"1,741",767,"1,857","1,018","1,863",905,"1,985","1,082","1,944",975,"2,261","1,233","1,968",1003,"2,260","1,254","2,078",1025,"2,329","1,315","2,215",808,"2,391","1,554","2,116",799,"2,271","1,474","2,116",713,"2,008","1,393","2,220",730,"2,158","1,349","2,079",640,"2,096","1,404","2,053",597,"2,004","1,315","2,034",662,"1,801","1,196","2,078",601,"1,785","1,114","1,979",601,"1,935","1,114","1,750",601,"1,778","1,114","1,735"," 	12,166 ","32,945"," 	(20,779)",270.80%,1.15," 	1,980 ","1,133",57%
,Male,343,863,166,"1,617",307,981,165,"1,646",676,"1,632",871,"1,731",796,"1,698",920,"1,809",858,"1,976","1,084","1,825",847,"1,937","1,085","1,926",898,"1,993","1,108","2,058",710,"2,047","1,315","1,998",711,"1,910","1,221","1,998",628,"1,720","1,170","2,065",637,"1,835","1,120","1,930",558,"1,800","1,186","1,905",538,"1,720","1,120","1,907",590,"1,565","1,010","1,924",528,"1,513",908,"1,823",528,"1,633",908,"1,600",528,"1,498",908,"1,600"," 	10,681 ","28,321"," 	(17,640)",265.15%,1.07," 	1,845 ",957,52%
,Female,43,86,5,80,46,96,3,95,91,225,147,132,109,287,162,135,117,285,149,143,156,323,169,152,127,336,207,157,98,344,239,118,88,361,253,118,85,288,223,155,93,323,229,149,82,296,218,148,59,284,195,127,72,236,186,154,73,272,206,156,73,302,206,150,73,280,206,135," 	1,485 ","4,624"," 	(3,139)",311.38%,1.71, 	136 ,177,130%
Virginia ,Total,8828,"9,148",963,"30,168",9995,"9,816",730,"31,662",9995,"9,816",730,"34,973",11090,"11,606",610,"35,067",11106,"11,148",539,"35,564",11555,"12,180",434,"35,344",12256,"12,794",578,"36,688",13214,"12,559",759,"37,984",13001,"13,194",624,"38,216",12205,"13,168",349,"38,059",12064,"13,020",148,"37,638",11011,"12,380",129,"38,130",11507,"11,585",220,"37,044",11531,"11,898",105,"36,982",12150,"12,115",87,"37,544",11670,"12,490",92,"38,403",12030,"12,665",133,"37,813"," 	195,208 ","201,582"," 	(6,374)",103.27%,-0.53," 	36,311 ",425,1%
,Male,7809,"8,146",886,"28,109",8821,"8,778",685,"29,422",8821,"8,778",685,"32,332",9728,"10,258",584,"32,386",9817,"9,872",527,"32,858",10067,"10,629",417,"32,676",10719,"11,300",550,"33,795",11647,"11,063",726,"35,055",11444,"11,623",586,"35,249",10716,"11,616",331,"35,156",10669,"11,533",141,"34,790",9724,"10,997",125,"35,321",10156,"10,266",214,"34,150",10039,"10,492",102,"34,133",10451,"10,650",85,"34,529",10006,"10,871",90,"35,167",10331,"10,883",131,"34,704"," 	170,965 ","177,755"," 	(6,790)",103.97%,-0.54," 	33,520 ",404,1%
,Female,1019,"1,002",77,"2,059",1174,"1,038",45,"2,240",1174,"1,038",45,"2,641",1362,"1,348",26,"2,681",1289,"1,276",12,"2,706",1488,"1,551",17,"2,668",1537,"1,494",28,"2,893",1567,"1,496",33,"2,929",1557,"1,571",38,"2,967",1489,"1,552",18,"2,903",1395,"1,487",7,"2,848",1287,"1,383",4,"2,809",1351,"1,319",6,"2,894",1492,"1,406",3,"2,849",1699,"1,465",2,"3,015",1664,"1,619",2,"3,236",1699,"1,782",2,"3,109"," 	24,243 ","23,827", 	416 ,98.28%,-0.42," 	2,791 ",21,1%
Washington ,Total,6224,"6,905",597,"14,915",6379,"7,058",406,"15,159",7626,"7,494",622,"16,062",7846,"9,170","1,178","16,148",8386,"11,660","3,150","16,614",8357,"12,011","3,940","17,382",8419,"15,445","7,110","17,561",8172,"16,541","8,298","17,772",7918,"15,095","7,144","17,926",7679,"17,079","9,386","18,233",7242,"17,083","9,832","18,235",7368,"16,441","8,960","17,847",7622,"18,205","10,605","17,271",8106,"20,903","13,315","17,984",7642,"20,931","13,153","18,120",7489,"21,993","14,334","18,284",7356,"25,004","17,694","19,104"," 	129,831 ","259,018"," 	(129,187)",199.50%,0.44," 	17,330 ","7,631",44%
,Male,5558,"6,028",506,"13,850",5648,"6,174",342,"14,080",6647,"6,579",527,"14,808",6835,"8,009","1,035","14,860",7319,"10,151","2,774","15,284",7224,"10,496","3,489","15,927",7273,"13,544","6,328","16,065",7078,"14,466","7,327","16,258",6931,"13,312","6,354","16,522",6793,"15,194","8,383","16,836",6417,"15,289","8,870","16,808",6487,"14,742","8,161","16,452",6720,"16,223","9,524","15,934",7096,"18,566","11,937","16,535",6757,"18,622","11,792","16,666",6563,"19,405","12,786","16,829",6375,"22,188","15,804","17,446"," 	113,721 ","228,988"," 	(115,267)",201.36%,0.44," 	15,951 ","6,820",43%
,Female,666,877,91,"1,065",731,884,64,"1,079",979,915,95,"1,254",1011,"1,161",143,"1,288",1067,"1,509",376,"1,330",1133,"1,515",451,"1,455",1146,"1,901",782,"1,496",1094,"2,075",971,"1,514",987,"1,783",790,"1,404",886,"1,885","1,003","1,397",825,"1,794",962,"1,427",881,"1,699",799,"1,395",902,"1,982","1,081","1,337",1010,"2,337","1,378","1,449",885,"2,309","1,361","1,454",926,"2,588","1,548","1,455",981,"2,816","1,890","1,658"," 	16,110 ","30,030"," 	(13,920)",186.41%,0.46," 	1,380 ",811,59%
West Virginia ,Total,1089,"1,269",214,"3,856",1150,"1,426",225,"4,215",1508,"1,809",207,"4,544",1405,"1,886",239,"4,758",1645,"1,956",225,"5,067",1890,"2,157",386,"5,312",1563,"2,407",965,"5,733",1758,"2,981","1,139","6,056",1458,"3,132","1,266","6,059",1722,"2,950","1,109","6,367",1689,"3,013","1,188","6,681",1700,"3,270","1,207","6,826",1724,"3,306","1,327","7,070",1729,"3,794","1,393","6,824",1885,"3,489","1,217","6,896",2288,"3,652","1,201","7,118",2272,"3,559",984,"7,162"," 	28,475 ","46,056"," 	(17,581)",161.74%,0.06," 	5,914 ",852,14%
,Male,953,"1,154",201,"3,553",1080,"1,340",215,"3,869",1331,"1,609",192,"4,182",1244,"1,712",224,"4,353",1486,"1,782",205,"4,608",1637,"1,965",362,"4,832",1360,"2,107",816,"5,159",1550,"2,567",941,"5,422",1260,"2,693","1,074","5,411",1480,"2,490",917,"5,683",1442,"2,516",978,"5,956",1479,"2,776",970,"6,074",1458,"2,771","1,094","6,265",1449,"3,164","1,113","6,016",1576,"2,858",948,"6,065",1890,"2,986",971,"6,253",1910,"2,948",775,"6,286"," 	24,585 ","39,438"," 	(14,853)",160.41%,0.03," 	5,293 ",706,13%
,Female,136,115,13,303,70,86,10,346,177,200,15,362,161,174,15,405,159,174,20,459,253,192,24,480,203,300,149,574,208,414,198,634,198,439,192,648,242,460,192,684,247,497,210,725,221,494,237,752,266,535,233,805,280,630,280,808,309,631,269,831,398,666,230,865,362,611,209,876," 	3,890 ","6,618"," 	(2,728)",170.13%,0.29, 	621 ,147,24%
Wisconsin ,Total,5952,"8,158","2,442","20,754",5248,"7,027","2,111","21,495",5617,"7,699","2,372","22,113",5553,"8,107","2,445","22,604",5428,"8,596","2,629","22,959",4935,"8,852","2,833","22,697",5233,"8,749","3,470","23,415",5085,"8,903","3,502","23,743",4613,"9,391","2,946","23,379",4321,"8,771","2,922","23,165",4308,"8,640","2,799","22,729",3848,"7,825","2,562","22,657",3774,"7,760","2,426","22,600",4645,"5,482","2,671","22,471",4129,"5,442","1,975","22,597",4233,"5,553","2,185","22,975",4272,"5,771","2,301","23,377"," 	81,194 ","130,726"," 	(49,532)",161.00%,0.05," 	22,690 ","2,623",12%
,Male,5408,"7,437","2,291","19,387",4802,"6,355","1,962","20,192",5065,"7,058","2,241","20,757",5019,"7,421","2,309","21,199",4906,"7,879","2,471","21,572",4445,"8,097","2,628","21,348",4728,"8,029","3,233","21,991",4576,"8,195","3,249","22,216",4218,"8,589","2,771","22,022",3907,"8,070","2,726","21,859",3918,"7,990","2,643","21,465",3463,"7,187","2,451","21,472",3350,"7,150","2,287","21,375",4180,"5,090","2,535","21,232",3607,"5,097","1,835","21,219",3676,"5,108","2,042","21,567",3721,"5,289","2,121","21,889"," 	72,989 ","120,041"," 	(47,052)",164.46%,0.07," 	21,339 ","2,459",12%
,Female,544,721,151,"1,367",446,672,149,"1,303",552,641,131,"1,356",534,686,136,"1,405",522,717,158,"1,387",490,755,205,"1,349",505,720,237,"1,424",509,708,253,"1,527",395,802,175,"1,357",414,701,196,"1,306",390,650,156,"1,264",385,638,111,"1,185",424,610,139,"1,225",465,392,136,"1,239",522,345,140,"1,378",557,445,143,"1,408",551,482,180,"1,488"," 	8,205 ","10,685"," 	(2,480)",130.23%,-0.11," 	1,351 ",164,12%
Wyoming ,Total,483,702,155,"1,680",581,734,150,"1,684",617,703,152,"1,737",659,661,131,"1,872",645,672,123,"1,980",676,722,96,"2,047",729,784,108,"2,114",658,792,88,"2,084",661,792,117,"2,084",700,832,115,"2,075",715,802,114,"2,112",739,796,118,"2,183",770,894,137,"2,204",808,914,196,"2,310",752,874,185,"2,383",755,917,187,"2,424",748,"1,056",249,"2,374"," 	11,696 ","13,647"," 	(1,951)",116.68%,," 	2,079 ",142,7%
,Male,400,631,154,"1,524",504,634,148,"1,549",530,639,144,"1,570",583,585,123,"1,697",544,594,111,"1,770",556,609,92,"1,825",614,675,93,"1,871",554,683,81,"1,838",577,662,110,"1,876",598,725,105,"1,861",613,703,100,"1,881",631,682,104,"1,944",654,768,125,"1,966",683,781,166,"2,050",650,765,161,"2,106",637,769,168,"2,157",616,907,213,"2,088"," 	9,944 ","11,812"," 	(1,868)",118.79%,," 	1,857 ",129,7%
,Female,83,71,1,156,77,100,2,135,87,64,8,167,76,76,8,175,101,78,12,210,120,113,4,222,115,109,15,243,104,109,7,246,84,130,7,208,102,107,10,214,102,99,14,231,108,114,14,239,116,126,12,238,125,133,30,260,102,109,24,277,118,148,19,267,132,149,36,286," 	1,752 ","1,835", 	(83),104.74%,, 	222 ,13,6%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Mean, 	1.71 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male Mean, 	1.72 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female Mean, 	1.59 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total STD DEV,1.03,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male STD DEV,1.03,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female STD DEV,1.11,,,,
